id,Country,Namespace,Reporting year,Network,Network name,Measurement station,Station EoI code,Measurement station name,Sampling point,Used for AQD,Data aggregation process,Data reporting metric,Objective type,Protection target,Air pollutant,Air pollution level,Exceedance threshold,Unit,Data coverage [%],Data verification,Type of station,Area of station,Latitude of station,Longitude of station,Zone code,Zone description,Type of zone
2014#Romania.NO2.P1Y-3hAbove400.ALT.SPO-RO0134A_00008_100,Romania,RO.ANPM.AQ,2014,NET-RO033A,"Constanta_RNMCA",STA-RO0134A,RO0134A,"CT-4",SPO-RO0134A_00008_100,YES,3 consecutive hours in exceedance of 400,Three consecutive hours in exceedance,Alert threshold (ALT),Health,NO2,0,,count,99.95,Verified,Traffic,Urban,43.815163,28.582516,RO22399,Constanta,Non-agglomeration
2014#Romania.NO2.P1Y.MO.SPO-RO0135A_00008_100,Romania,RO.ANPM.AQ,2014,NET-RO033A,"Constanta_RNMCA",STA-RO0135A,RO0135A,"CT-5",SPO-RO0135A_00008_100,NO,Annual mean / 1 calendar year,Annual mean / average,Monitoring objective (MO),Not applicable,NO2,26.06,,ug.m-3,66.2,Verified,Industrial,Urban,44.14941,28.623802,,,
2014#Romania.CO.P1Y-8hdmxAbove10.LV.SPO-RO0135A_00010_100,Romania,RO.ANPM.AQ,2014,NET-RO033A,"Constanta_RNMCA",STA-RO0135A,RO0135A,"CT-5",SPO-RO0135A_00010_100,YES,1 year daymax exceed 10,Days in exceedance in a calendar year,Limit Value (LV),Health,CO,0,0,count,57.26,Verified,Industrial,Urban,44.14941,28.623802,RO22301,Constanta,Agglomeration
2014#Romania.O3.P1Y-dmaxAbove120.LTO.SPO-RO0136A_00007_100,Romania,RO.ANPM.AQ,2014,NET-RO033A,"Constanta_RNMCA",STA-RO0136A,RO0136A,"CT-6",SPO-RO0136A_00007_100,NO,1 year daymax exceed 120,Days in exceedance in a calendar year,Long term objective (LTO),Health,O3,0,0,count,62.74,Verified,Industrial,Urban,44.319626,28.610256,,,
2014#Romania.O3.P1Y-hrsAbove180.ALT.SPO-RO0136A_00007_100,Romania,RO.ANPM.AQ,2014,NET-RO033A,"Constanta_RNMCA",STA-RO0136A,RO0136A,"CT-6",SPO-RO0136A_00007_100,NO,1 year hour exceed 180,Hours in exceedance in a calendar year,Alert threshold (ALT),Health,O3,0,,count,61.15,Verified,Industrial,Urban,44.319626,28.610256,,,
2014#Romania.O3.P1Y-hrsAbove240.ALT.SPO-RO0136A_00007_100,Romania,RO.ANPM.AQ,2014,NET-RO033A,"Constanta_RNMCA",STA-RO0136A,RO0136A,"CT-6",SPO-RO0136A_00007_100,NO,1 year hour exceed 240,Hours in exceedance in a calendar year,Alert threshold (ALT),Health,O3,0,,count,61.15,Verified,Industrial,Urban,44.319626,28.610256,,,
2014#Romania.PM10.P1Y-P1D-per90.41.LV.SPO-RO0137A_00005_100,Romania,RO.ANPM.AQ,2014,NET-RO033A,"Constanta_RNMCA",STA-RO0137A,RO0137A,"CT-7",SPO-RO0137A_00005_100,NO,1 year 90.41 percentile,Days in exceedance in a calendar year,Limit Value (LV),Health,PM10,45.79,50,ug.m-3,67.95,Verified,Industrial,Urban,44.248325,28.26123,,,
2014#Romania.O3.P1Y-hrsAbove240.ALT.SPO-RO0138A_00007_100,Romania,RO.ANPM.AQ,2014,NET-RO034A,"Covasna_RNMCA",STA-RO0138A,RO0138A,"CV-1",SPO-RO0138A_00007_100,YES,1 year hour exceed 240,Hours in exceedance in a calendar year,Alert threshold (ALT),Health,O3,0,,count,78,Verified,Background,Rural-Regional,45.875118,25.804455,RO12399,Covasna,Non-agglomeration
2014#Romania.O3.P1Y-hrsAbove180.INT.SPO-RO0138A_00007_100,Romania,RO.ANPM.AQ,2014,NET-RO034A,"Covasna_RNMCA",STA-RO0138A,RO0138A,"CV-1",SPO-RO0138A_00007_100,YES,1 year hour exceed 180,Hours in exceedance in a calendar year,Information Threshold (INT),Health,O3,0,,count,78,Verified,Background,Rural-Regional,45.875118,25.804455,RO12399,Covasna,Non-agglomeration
2014#Romania.O3.P1Y-dmaxAbove120.LTO.SPO-RO0138A_00007_100,Romania,RO.ANPM.AQ,2014,NET-RO034A,"Covasna_RNMCA",STA-RO0138A,RO0138A,"CV-1",SPO-RO0138A_00007_100,YES,1 year daymax exceed 120,Days in exceedance in a calendar year,Long term objective (LTO),Health,O3,0,0,count,74.79,Verified,Background,Rural-Regional,45.875118,25.804455,RO12399,Covasna,Non-agglomeration
2014#Romania.SO2.P1Y-3hAbove500.ALT.SPO-RO0141A_00001_100,Romania,RO.ANPM.AQ,2014,NET-RO036A,"Galati_RNMCA",STA-RO0141A,RO0141A,"GL-1",SPO-RO0141A_00001_100,YES,3 consecutive hours in exceedance of 500,Three consecutive hours in exceedance,Alert threshold (ALT),Health,SO2,0,,count,66.08,Verified,Traffic,Urban,45.41881,28.01785,RO22401,Galati,Agglomeration
2014#Romania.PM10.P1Y-daysAbove50.LV.SPO-RO0141A_00005_100,Romania,RO.ANPM.AQ,2014,NET-RO036A,"Galati_RNMCA",STA-RO0141A,RO0141A,"GL-1",SPO-RO0141A_00005_100,NO,1 year day exceed 50,Days in exceedance in a calendar year,Limit Value (LV),Health,PM10,0,50,count,71.78,Verified,Traffic,Urban,45.41881,28.01785,,,
2014#Romania.CO.P1Y-8hdmxAbove10.LV.SPO-RO0141A_00010_100,Romania,RO.ANPM.AQ,2014,NET-RO036A,"Galati_RNMCA",STA-RO0141A,RO0141A,"GL-1",SPO-RO0141A_00010_100,YES,1 year daymax exceed 10,Days in exceedance in a calendar year,Limit Value (LV),Health,CO,0,0,count,76.99,Verified,Traffic,Urban,45.41881,28.01785,RO22401,Galati,Agglomeration
2014#Romania.O3.P1Y-hrsAbove180.ALT.SPO-RO0142A_00007_100,Romania,RO.ANPM.AQ,2014,NET-RO036A,"Galati_RNMCA",STA-RO0142A,RO0142A,"GL-2",SPO-RO0142A_00007_100,NO,1 year hour exceed 180,Hours in exceedance in a calendar year,Alert threshold (ALT),Health,O3,0,,count,75.32,Verified,Background,Urban,45.431538,28.054741,,,
2014#Romania.O3.P1Y-hrsAbove240.INT.SPO-RO0142A_00007_100,Romania,RO.ANPM.AQ,2014,NET-RO036A,"Galati_RNMCA",STA-RO0142A,RO0142A,"GL-2",SPO-RO0142A_00007_100,NO,1 year hour exceed 240,Hours in exceedance in a calendar year,Information Threshold (INT),Health,O3,0,,count,75.32,Verified,Background,Urban,45.431538,28.054741,,,
2014#Romania.SO2.P1Y-hrsAbove350.LV.SPO-RO0143A_00001_100,Romania,RO.ANPM.AQ,2014,NET-RO036A,"Galati_RNMCA",STA-RO0143A,RO0143A,"GL-3",SPO-RO0143A_00001_100,YES,1 year hour exceed 350,Hours in exceedance in a calendar year,Limit Value (LV),Health,SO2,0,24,count,50.7,Verified,Background,Suburban,45.47295,28.03394,RO22401,Galati,Agglomeration
2014#Romania.C6H6.P1Y.LV.SPO-RO0143A_00020_100,Romania,RO.ANPM.AQ,2014,NET-RO036A,"Galati_RNMCA",STA-RO0143A,RO0143A,"GL-3",SPO-RO0143A_00020_100,YES,Annual mean / 1 calendar year,Annual mean / average,Limit Value (LV),Health,C6H6,0.28,5,ug.m-3,51.38,Verified,Background,Suburban,45.47295,28.03394,RO22401,Galati,Agglomeration
2014#Romania.SO2.P1Y.CL.SPO-RO0144A_00001_100,Romania,RO.ANPM.AQ,2014,NET-RO036A,"Galati_RNMCA",STA-RO0144A,RO0144A,"GL-4",SPO-RO0144A_00001_100,NO,Annual mean / 1 calendar year,Annual mean / average,Critical level (CL),Vegetation,SO2,5.37,20,ug.m-3,64.92,Verified,Industrial,Urban,45.41119,28.00639,,,
2014#Romania.O3.P1Y-dmaxAbove120.LTO.SPO-RO0144A_00007_100,Romania,RO.ANPM.AQ,2014,NET-RO036A,"Galati_RNMCA",STA-RO0144A,RO0144A,"GL-4",SPO-RO0144A_00007_100,NO,1 year daymax exceed 120,Days in exceedance in a calendar year,Long term objective (LTO),Health,O3,0,0,count,65.48,Verified,Industrial,Urban,45.41119,28.00639,,,
2014#Romania.O3.P1Y-hrsAbove180.ALT.SPO-RO0144A_00007_100,Romania,RO.ANPM.AQ,2014,NET-RO036A,"Galati_RNMCA",STA-RO0144A,RO0144A,"GL-4",SPO-RO0144A_00007_100,NO,1 year hour exceed 180,Hours in exceedance in a calendar year,Alert threshold (ALT),Health,O3,0,,count,63.29,Verified,Industrial,Urban,45.41119,28.00639,,,
2014#Romania.O3.P1Y-hrsAbove240.ALT.SPO-RO0144A_00007_100,Romania,RO.ANPM.AQ,2014,NET-RO036A,"Galati_RNMCA",STA-RO0144A,RO0144A,"GL-4",SPO-RO0144A_00007_100,NO,1 year hour exceed 240,Hours in exceedance in a calendar year,Alert threshold (ALT),Health,O3,0,,count,63.29,Verified,Industrial,Urban,45.41119,28.00639,,,
2014#Romania.SO2.P1Y-hrsAbove350.LV.SPO-RO0151A_00001_100,Romania,RO.ANPM.AQ,2014,NET-RO038A,"Gorj_RNMCA",STA-RO0151A,RO0151A,"GJ-2",SPO-RO0151A_00001_100,YES,1 year hour exceed 350,Hours in exceedance in a calendar year,Limit Value (LV),Health,SO2,2,24,count,80.46,Verified,Industrial,Urban,44.899094,23.171091,RO41299,Gorj,Non-agglomeration
2014#Romania.NO2.P1Y.MO.SPO-RO0151A_00008_100,Romania,RO.ANPM.AQ,2014,NET-RO038A,"Gorj_RNMCA",STA-RO0151A,RO0151A,"GJ-2",SPO-RO0151A_00008_100,YES,Annual mean / 1 calendar year,Annual mean / average,Monitoring objective (MO),Not applicable,NO2,18.15,,ug.m-3,83.09,Verified,Industrial,Urban,44.899094,23.171091,RO41299,Gorj,Non-agglomeration
2014#Romania.NOX as NO2.P1Y.CL.SPO-RO0151A_00009_100,Romania,RO.ANPM.AQ,2014,NET-RO038A,"Gorj_RNMCA",STA-RO0151A,RO0151A,"GJ-2",SPO-RO0151A_00009_100,NO,Annual mean / 1 calendar year,Annual mean / average,Critical level (CL),Vegetation,NOX as NO2,34.98,30,ugNO2.m-3,83.09,Verified,Industrial,Urban,44.899094,23.171091,,,
2014#Romania.SO2.P1Y-hrsAbove350.LV.SPO-RO0153A_00001_100,Romania,RO.ANPM.AQ,2014,NET-RO039A,"Harghita_RNMCA",STA-RO0153A,RO0153A,"HR-1",SPO-RO0153A_00001_100,NO,1 year hour exceed 350,Hours in exceedance in a calendar year,Limit Value (LV),Health,SO2,0,24,count,84.09,Verified,Background,Rural-Regional,46.326618,25.811356,,,
2014#Romania.PM10.P1Y-P1D-per90.41.LV.SPO-RO0153A_00005_100,Romania,RO.ANPM.AQ,2014,NET-RO039A,"Harghita_RNMCA",STA-RO0153A,RO0153A,"HR-1",SPO-RO0153A_00005_100,YES,1 year 90.41 percentile,Days in exceedance in a calendar year,Limit Value (LV),Health,PM10,38.34,50,ug.m-3,96.16,Verified,Background,Rural-Regional,46.326618,25.811356,RO12499,Harghita,Non-agglomeration
2014#Romania.O3.P1Y-hrsAbove240.ALT.SPO-RO0154A_00007_100,Romania,RO.ANPM.AQ,2014,NET-RO040A,"Hunedoara_RNMCA",STA-RO0154A,RO0154A,"HD-1",SPO-RO0154A_00007_100,YES,1 year hour exceed 240,Hours in exceedance in a calendar year,Alert threshold (ALT),Health,O3,0,,count,70.89,Verified,Industrial,Urban,45.871384,22.908752,RO42399,Hunedoara,Non-agglomeration
2014#Romania.O3.P1Y-dmaxAbove120.LTO.SPO-RO0154A_00007_100,Romania,RO.ANPM.AQ,2014,NET-RO040A,"Hunedoara_RNMCA",STA-RO0154A,RO0154A,"HD-1",SPO-RO0154A_00007_100,YES,1 year daymax exceed 120,Days in exceedance in a calendar year,Long term objective (LTO),Health,O3,0,0,count,68.49,Verified,Industrial,Urban,45.871384,22.908752,RO42399,Hunedoara,Non-agglomeration
2014#Romania.NO2.P1Y.LV.SPO-RO0154A_00008_100,Romania,RO.ANPM.AQ,2014,NET-RO040A,"Hunedoara_RNMCA",STA-RO0154A,RO0154A,"HD-1",SPO-RO0154A_00008_100,NO,Annual mean / 1 calendar year,Annual mean / average,Limit Value (LV),Health,NO2,9.32,40,ug.m-3,78.44,Verified,Industrial,Urban,45.871384,22.908752,,,
2014#Romania.NO2.P1Y-hrsAbove400.LV.SPO-RO0154A_00008_100,Romania,RO.ANPM.AQ,2014,NET-RO040A,"Hunedoara_RNMCA",STA-RO0154A,RO0154A,"HD-1",SPO-RO0154A_00008_100,NO,1 year hour exceed 400,Hours in exceedance in a calendar year,Limit Value (LV),Health,NO2,0,18,count,78.44,Verified,Industrial,Urban,45.871384,22.908752,,,
2014#Romania.O3.P1Y-hrsAbove180.ALT.SPO-RO0180A_00007_100,Romania,RO.ANPM.AQ,2014,NET-RO047A,"Prahova_RNMCA",STA-RO0180A,RO0180A,"PH-6",SPO-RO0180A_00007_100,NO,1 year hour exceed 180,Hours in exceedance in a calendar year,Alert threshold (ALT),Health,O3,0,,count,53.32,Verified,Industrial,Urban,44.943607,26.048607,,,
2014#Romania.NO2.P1Y-3hAbove400.ALT.SPO-RO0180A_00008_100,Romania,RO.ANPM.AQ,2014,NET-RO047A,"Prahova_RNMCA",STA-RO0180A,RO0180A,"PH-6",SPO-RO0180A_00008_100,YES,3 consecutive hours in exceedance of 400,Three consecutive hours in exceedance,Alert threshold (ALT),Health,NO2,0,,count,83.04,Verified,Industrial,Urban,44.943607,26.048607,RO31601,Ploiesti,Agglomeration
2014#Romania.PM10.P1Y.MO.SPO-RO0182A_00005_100,Romania,RO.ANPM.AQ,2014,NET-RO049A,"Satu Mare_RNMCA",STA-RO0182A,RO0182A,"SM-1",SPO-RO0182A_00005_100,NO,Annual mean / 1 calendar year,Annual mean / average,Monitoring objective (MO),Not applicable,PM10,27.75,,ug.m-3,88.22,Verified,Background,Urban,47.799683,22.877022,,,
2014#Romania.SO2.P1Y.CL.SPO-RO0186A_00001_100,Romania,RO.ANPM.AQ,2014,NET-RO050A,"Sibiu_RNMCA",STA-RO0186A,RO0186A,"SB-3",SPO-RO0186A_00001_100,YES,Annual mean / 1 calendar year,Annual mean / average,Critical level (CL),Vegetation,SO2,12.69,20,ug.m-3,60.86,Verified,Industrial,Urban,46.113052,24.229443,RO12699,Sibiu,Non-agglomeration
2014#Romania.O3.P1Y-hrsAbove180.ALT.SPO-RO0186A_00007_100,Romania,RO.ANPM.AQ,2014,NET-RO050A,"Sibiu_RNMCA",STA-RO0186A,RO0186A,"SB-3",SPO-RO0186A_00007_100,NO,1 year hour exceed 180,Hours in exceedance in a calendar year,Alert threshold (ALT),Health,O3,0,,count,74.9,Verified,Industrial,Urban,46.113052,24.229443,,,
2014#Romania.O3.P1Y-hrsAbove240.INT.SPO-RO0186A_00007_100,Romania,RO.ANPM.AQ,2014,NET-RO050A,"Sibiu_RNMCA",STA-RO0186A,RO0186A,"SB-3",SPO-RO0186A_00007_100,NO,1 year hour exceed 240,Hours in exceedance in a calendar year,Information Threshold (INT),Health,O3,0,,count,74.9,Verified,Industrial,Urban,46.113052,24.229443,,,
2014#Romania.SO2.P1Y-hrsAbove350.LV.SPO-RO0187A_00001_100,Romania,RO.ANPM.AQ,2014,NET-RO050A,"Sibiu_RNMCA",STA-RO0187A,RO0187A,"SB-4",SPO-RO0187A_00001_100,YES,1 year hour exceed 350,Hours in exceedance in a calendar year,Limit Value (LV),Health,SO2,0,24,count,66.31,Verified,Industrial,Urban,46.15889,24.339998,RO12699,Sibiu,Non-agglomeration
2014#Romania.SO2.P1Y.CL.SPO-RO0188A_00001_100,Romania,RO.ANPM.AQ,2014,NET-RO051A,"Suceava_RNMCA",STA-RO0188A,RO0188A,"SV-1",SPO-RO0188A_00001_100,NO,Annual mean / 1 calendar year,Annual mean / average,Critical level (CL),Vegetation,SO2,7.5,20,ug.m-3,87.47,Verified,Background,Urban,47.649185,26.24905,,,
2014#Romania.PM10.P1Y.MO.SPO-RO0188A_00005_100,Romania,RO.ANPM.AQ,2014,NET-RO051A,"Suceava_RNMCA",STA-RO0188A,RO0188A,"SV-1",SPO-RO0188A_00005_100,YES,Annual mean / 1 calendar year,Annual mean / average,Monitoring objective (MO),Not applicable,PM10,27.24,,ug.m-3,88.22,Verified,Background,Urban,47.649185,26.24905,RO21599,Suceava,Non-agglomeration
2014#Romania.PM10.P1Y-P1D-per90.4.LV.SPO-RO0188A_00005_100,Romania,RO.ANPM.AQ,2014,NET-RO051A,"Suceava_RNMCA",STA-RO0188A,RO0188A,"SV-1",SPO-RO0188A_00005_100,YES,1 year 90.4 percentile - COMPLIANCE,Days in exceedance in a calendar year,Limit Value (LV),Health,PM10,43.79,50,ug.m-3,88.22,Verified,Background,Urban,47.649185,26.24905,RO21599,Suceava,Non-agglomeration
2014#Romania.O3.P1Y-dmaxAbove120.LTO.SPO-RO0188A_00007_100,Romania,RO.ANPM.AQ,2014,NET-RO051A,"Suceava_RNMCA",STA-RO0188A,RO0188A,"SV-1",SPO-RO0188A_00007_100,YES,1 year daymax exceed 120,Days in exceedance in a calendar year,Long term objective (LTO),Health,O3,0,0,count,95.34,Verified,Background,Urban,47.649185,26.24905,RO21599,Suceava,Non-agglomeration
2014#Romania.O3.P1Y-hrsAbove180.ALT.SPO-RO0188A_00007_100,Romania,RO.ANPM.AQ,2014,NET-RO051A,"Suceava_RNMCA",STA-RO0188A,RO0188A,"SV-1",SPO-RO0188A_00007_100,YES,1 year hour exceed 180,Hours in exceedance in a calendar year,Alert threshold (ALT),Health,O3,0,,count,94.25,Verified,Background,Urban,47.649185,26.24905,RO21599,Suceava,Non-agglomeration
2014#Romania.O3.P1Y-hrsAbove240.ALT.SPO-RO0188A_00007_100,Romania,RO.ANPM.AQ,2014,NET-RO051A,"Suceava_RNMCA",STA-RO0188A,RO0188A,"SV-1",SPO-RO0188A_00007_100,YES,1 year hour exceed 240,Hours in exceedance in a calendar year,Alert threshold (ALT),Health,O3,0,,count,94.25,Verified,Background,Urban,47.649185,26.24905,RO21599,Suceava,Non-agglomeration
2014#Romania.SO2.P1Y-3hAbove500.ALT.SPO-RO0193A_00001_100,Romania,RO.ANPM.AQ,2014,NET-RO053A,"Timis_RNMCA",STA-RO0193A,RO0193A,"TM-1",SPO-RO0193A_00001_100,YES,3 consecutive hours in exceedance of 500,Three consecutive hours in exceedance,Alert threshold (ALT),Health,SO2,0,,count,73.08,Verified,Traffic,Urban,45.728092,21.355139,RO42401,Timisoara,Agglomeration
2014#Romania.PM10.P1Y-daysAbove50.LV.SPO-RO0193A_00005_100,Romania,RO.ANPM.AQ,2014,NET-RO053A,"Timis_RNMCA",STA-RO0193A,RO0193A,"TM-1",SPO-RO0193A_00005_100,YES,1 year day exceed 50,Days in exceedance in a calendar year,Limit Value (LV),Health,PM10,5,50,count,83.84,Verified,Traffic,Urban,45.728092,21.355139,RO42401,Timisoara,Agglomeration
2014#Romania.CO.P1Y-8hdmxAbove10.LV.SPO-RO0193A_00010_100,Romania,RO.ANPM.AQ,2014,NET-RO053A,"Timis_RNMCA",STA-RO0193A,RO0193A,"TM-1",SPO-RO0193A_00010_100,YES,1 year daymax exceed 10,Days in exceedance in a calendar year,Limit Value (LV),Health,CO,0,0,count,73.97,Verified,Traffic,Urban,45.728092,21.355139,RO42401,Timisoara,Agglomeration
2014#Romania.SO2.P1Y.CL.SPO-RO0194A_00001_100,Romania,RO.ANPM.AQ,2014,NET-RO053A,"Timis_RNMCA",STA-RO0194A,RO0194A,"TM-2",SPO-RO0194A_00001_100,NO,Annual mean / 1 calendar year,Annual mean / average,Critical level (CL),Vegetation,SO2,15.3,20,ug.m-3,79.33,Verified,Background,Urban,45.755493,21.227453,,,
2014#Romania.O3.P1Y-hrsAbove180.ALT.SPO-RO0194A_00007_100,Romania,RO.ANPM.AQ,2014,NET-RO053A,"Timis_RNMCA",STA-RO0194A,RO0194A,"TM-2",SPO-RO0194A_00007_100,YES,1 year hour exceed 180,Hours in exceedance in a calendar year,Alert threshold (ALT),Health,O3,0,,count,94.78,Verified,Background,Urban,45.755493,21.227453,RO42401,Timisoara,Agglomeration
2014#Romania.C6H6.P1Y.LV.SPO-RO0195A_00020_100,Romania,RO.ANPM.AQ,2014,NET-RO053A,"Timis_RNMCA",STA-RO0195A,RO0195A,"TM-3",SPO-RO0195A_00020_100,YES,Annual mean / 1 calendar year,Annual mean / average,Limit Value (LV),Health,C6H6,1.11,5,ug.m-3,70.86,Verified,Background,Suburban,45.913494,21.151775,RO42499,Timis,Non-agglomeration
2014#Romania.SO2.P1Y.CL.SPO-RO0196A_00001_100,Romania,RO.ANPM.AQ,2014,NET-RO053A,"Timis_RNMCA",STA-RO0196A,RO0196A,"TM-4",SPO-RO0196A_00001_100,YES,Annual mean / 1 calendar year,Annual mean / average,Critical level (CL),Vegetation,SO2,15.45,20,ug.m-3,71.07,Verified,Industrial,Urban,45.736702,21.250942,RO42401,Timisoara,Agglomeration
2014#Romania.O3.P1Y-dmaxAbove120.LTO.SPO-RO0196A_00007_100,Romania,RO.ANPM.AQ,2014,NET-RO053A,"Timis_RNMCA",STA-RO0196A,RO0196A,"TM-4",SPO-RO0196A_00007_100,YES,1 year daymax exceed 120,Days in exceedance in a calendar year,Long term objective (LTO),Health,O3,0,0,count,71.23,Verified,Industrial,Urban,45.736702,21.250942,RO42401,Timisoara,Agglomeration
2014#Romania.O3.P1Y-hrsAbove240.ALT.SPO-RO0196A_00007_100,Romania,RO.ANPM.AQ,2014,NET-RO053A,"Timis_RNMCA",STA-RO0196A,RO0196A,"TM-4",SPO-RO0196A_00007_100,YES,1 year hour exceed 240,Hours in exceedance in a calendar year,Alert threshold (ALT),Health,O3,0,,count,73.72,Verified,Industrial,Urban,45.736702,21.250942,RO42401,Timisoara,Agglomeration
2014#Romania.O3.P1Y-hrsAbove180.ALT.SPO-RO0196A_00007_100,Romania,RO.ANPM.AQ,2014,NET-RO053A,"Timis_RNMCA",STA-RO0196A,RO0196A,"TM-4",SPO-RO0196A_00007_100,YES,1 year hour exceed 180,Hours in exceedance in a calendar year,Alert threshold (ALT),Health,O3,0,,count,73.72,Verified,Industrial,Urban,45.736702,21.250942,RO42401,Timisoara,Agglomeration
2014#Romania.NO2.P1Y-hrsAbove400.LV.SPO-RO0196A_00008_100,Romania,RO.ANPM.AQ,2014,NET-RO053A,"Timis_RNMCA",STA-RO0196A,RO0196A,"TM-4",SPO-RO0196A_00008_100,YES,1 year hour exceed 400,Hours in exceedance in a calendar year,Limit Value (LV),Health,NO2,0,18,count,89.51,Verified,Industrial,Urban,45.736702,21.250942,RO42401,Timisoara,Agglomeration
2014#Romania.NO2.P1Y-hrsAbove400.LVmaxMOT.SPO-RO0196A_00008_100,Romania,RO.ANPM.AQ,2014,NET-RO053A,"Timis_RNMCA",STA-RO0196A,RO0196A,"TM-4",SPO-RO0196A_00008_100,YES,1 year hour exceed 400,Hours in exceedance in a calendar year,Limit value plus maximum margin of tolerance,Health,NO2,0,27,count,89.51,Verified,Industrial,Urban,45.736702,21.250942,RO42401,Timisoara,Agglomeration
2014#Romania.NO2.P1Y-3hAbove400.ALT.SPO-RO0196A_00008_100,Romania,RO.ANPM.AQ,2014,NET-RO053A,"Timis_RNMCA",STA-RO0196A,RO0196A,"TM-4",SPO-RO0196A_00008_100,YES,3 consecutive hours in exceedance of 400,Three consecutive hours in exceedance,Alert threshold (ALT),Health,NO2,0,,count,89.51,Verified,Industrial,Urban,45.736702,21.250942,RO42401,Timisoara,Agglomeration
2014#Romania.SO2.P1Y-hrsAbove350.LV.SPO-RO0197A_00001_100,Romania,RO.ANPM.AQ,2014,NET-RO053A,"Timis_RNMCA",STA-RO0197A,RO0197A,"TM-5",SPO-RO0197A_00001_100,YES,1 year hour exceed 350,Hours in exceedance in a calendar year,Limit Value (LV),Health,SO2,0,24,count,96.58,Verified,Traffic,Urban,45.776657,21.220881,RO42401,Timisoara,Agglomeration
2014#Romania.PM10.P1Y-P1D-per90.41.LV.SPO-RO0197A_00005_100,Romania,RO.ANPM.AQ,2014,NET-RO053A,"Timis_RNMCA",STA-RO0197A,RO0197A,"TM-5",SPO-RO0197A_00005_100,YES,1 year 90.41 percentile,Days in exceedance in a calendar year,Limit Value (LV),Health,PM10,51.51,50,ug.m-3,70.96,Verified,Traffic,Urban,45.776657,21.220881,RO42401,Timisoara,Agglomeration
2014#Romania.NOX as NO2.P1Y.CL.SPO-RO0197A_00009_100,Romania,RO.ANPM.AQ,2014,NET-RO053A,"Timis_RNMCA",STA-RO0197A,RO0197A,"TM-5",SPO-RO0197A_00009_100,NO,Annual mean / 1 calendar year,Annual mean / average,Critical level (CL),Vegetation,NOX as NO2,54.66,30,ugNO2.m-3,96.21,Verified,Traffic,Urban,45.776657,21.220881,,,
2014#Romania.C6H6.P1Y.LV.SPO-RO0197A_00020_100,Romania,RO.ANPM.AQ,2014,NET-RO053A,"Timis_RNMCA",STA-RO0197A,RO0197A,"TM-5",SPO-RO0197A_00020_100,YES,Annual mean / 1 calendar year,Annual mean / average,Limit Value (LV),Health,C6H6,1.09,5,ug.m-3,98.14,Verified,Traffic,Urban,45.776657,21.220881,RO42401,Timisoara,Agglomeration
2014#Romania.C6H6.P1Y.MO.SPO-RO0197A_00020_100,Romania,RO.ANPM.AQ,2014,NET-RO053A,"Timis_RNMCA",STA-RO0197A,RO0197A,"TM-5",SPO-RO0197A_00020_100,YES,Annual mean / 1 calendar year,Annual mean / average,Monitoring objective (MO),Not applicable,C6H6,1.09,,ug.m-3,98.14,Verified,Traffic,Urban,45.776657,21.220881,RO42401,Timisoara,Agglomeration
2014#Romania.O3.P1Y-hrsAbove240.ALT.SPO-RO0201A_00007_100,Romania,RO.ANPM.AQ,2014,NET-RO054A,"Tulcea_RNMCA",STA-RO0201A,RO0201A,"TL-2",SPO-RO0201A_00007_100,YES,1 year hour exceed 240,Hours in exceedance in a calendar year,Alert threshold (ALT),Health,O3,0,,count,71.56,Verified,Industrial,Urban,45.176094,28.774727,RO22599,Tulcea,Non-agglomeration
2014#Romania.O3.P1Y-hrsAbove180.INT.SPO-RO0201A_00007_100,Romania,RO.ANPM.AQ,2014,NET-RO054A,"Tulcea_RNMCA",STA-RO0201A,RO0201A,"TL-2",SPO-RO0201A_00007_100,YES,1 year hour exceed 180,Hours in exceedance in a calendar year,Information Threshold (INT),Health,O3,0,,count,71.56,Verified,Industrial,Urban,45.176094,28.774727,RO22599,Tulcea,Non-agglomeration
2014#Romania.O3.P1Y-dmaxAbove120.LTO.SPO-RO0201A_00007_100,Romania,RO.ANPM.AQ,2014,NET-RO054A,"Tulcea_RNMCA",STA-RO0201A,RO0201A,"TL-2",SPO-RO0201A_00007_100,YES,1 year daymax exceed 120,Days in exceedance in a calendar year,Long term objective (LTO),Health,O3,0,0,count,73.7,Verified,Industrial,Urban,45.176094,28.774727,RO22599,Tulcea,Non-agglomeration
2014#Romania.SO2.P1Y.CL.SPO-RO0203A_00001_100,Romania,RO.ANPM.AQ,2014,NET-RO055A,"Valcea_RNMCA",STA-RO0203A,RO0203A,"VL-1",SPO-RO0203A_00001_100,YES,Annual mean / 1 calendar year,Annual mean / average,Critical level (CL),Vegetation,SO2,6.51,20,ug.m-3,78.29,Verified,Background,Urban,45.08273,24.36979,RO41599,Valcea,Non-agglomeration
2014#Romania.O3.P1Y-hrsAbove240.INT.SPO-RO0203A_00007_100,Romania,RO.ANPM.AQ,2014,NET-RO055A,"Valcea_RNMCA",STA-RO0203A,RO0203A,"VL-1",SPO-RO0203A_00007_100,YES,1 year hour exceed 240,Hours in exceedance in a calendar year,Information Threshold (INT),Health,O3,0,,count,79.13,Verified,Background,Urban,45.08273,24.36979,RO41599,Valcea,Non-agglomeration
